Student_ID,Gender,Age,Department,Year_of_Study,Attendance_Percentage,Study_Hours_Per_Day,Previous_CGPA,Assignment_Completion_Rate,Online_Resources_Used,Extracurricular_Activities,Sleep_Hours,Family_Income_Category,Internet_Access,Mental_Health_Score,Part_Time_Job,Distance_From_College_KM,Final_Grade,Performance_Score,Predicted_Score,Risk_Category,Attendance_Group,Study_Group
S0731,Male,19,Electrical,4,79.6,6.9,10.0,80.4,Yes,1,6.4,Low,Yes,4.5,No,1.4,C,47.5,49.58700000000001,At-Risk,"(75, 90]","(6, 10]"
S0732,Female,20,MBA,1,83.1,2.6,6.96,67.3,Yes,1,7.5,Medium,Yes,7.5,No,13.9,D,38.3,41.95600000000004,At-Risk,"(75, 90]","(2, 4]"
S0733,Female,20,MBA,2,67.1,4.7,6.19,59.6,Yes,2,6.9,Medium,Yes,5.2,Yes,11.4,D,30.7,38.687000000000005,At-Risk,"(60, 75]","(4, 6]"
S0734,Female,20,Electrical,1,78.3,3.5,7.27,68.2,Yes,0,8.5,Low,Yes,7.5,No,4.3,C,51.7,51.08899999999996,At-Risk,"(75, 90]","(2, 4]"
S0735,Male,18,Electrical,3,75.1,4.4,5.98,52.2,Yes,0,7.5,Low,Yes,8.8,No,4.5,B,63.4,46.17800000000001,At-Risk,"(75, 90]","(4, 6]"
S0736,Female,22,Mechanical,3,75.9,5.5,6.77,74.8,Yes,2,5.1,Medium,Yes,2.3,No,29.4,B,67.0,62.409000000000006,Average,"(75, 90]","(4, 6]"
S0737,Male,20,Electrical,3,90.0,4.2,9.49,78.8,Yes,2,6.3,High,Yes,4.7,Yes,29.4,B,62.4,53.753,At-Risk,"(75, 90]","(4, 6]"
S0738,Female,18,Mechanical,2,62.8,3.7,4.21,61.5,Yes,0,6.4,Medium,Yes,6.3,No,7.4,F,16.0,26.42800000000001,At-Risk,"(60, 75]","(2, 4]"
S0739,Male,19,MBA,2,62.9,3.7,5.54,75.1,Yes,1,7.0,Low,Yes,6.7,No,17.2,F,26.7,27.248,At-Risk,"(60, 75]","(2, 4]"
S0740,Male,20,Electrical,1,74.6,4.4,7.18,63.5,Yes,2,7.8,Low,Yes,7.6,No,14.3,F,21.1,49.625,At-Risk,"(60, 75]","(4, 6]"
S0741,Male,22,Electronics,2,77.7,5.0,6.46,63.2,Yes,1,6.8,Medium,Yes,7.6,No,4.5,C,48.3,51.41300000000002,At-Risk,"(75, 90]","(4, 6]"
S0742,Male,21,BBA,4,77.1,4.4,6.82,69.5,Yes,1,7.2,Low,Yes,7.4,No,1.6,B,61.3,56.77200000000007,At-Risk,"(75, 90]","(4, 6]"
S0743,Female,21,Electronics,2,91.1,5.6,9.14,80.5,Yes,3,5.1,High,Yes,9.6,No,2.5,B,65.0,62.629000000000005,Average,"(90, 100]","(4, 6]"
S0744,Female,17,MBA,4,78.7,4.8,5.62,60.0,Yes,2,5.9,Low,No,7.5,No,19.2,F,29.0,45.69300000000001,At-Risk,"(75, 90]","(4, 6]"
S0745,Male,20,Mechanical,4,76.3,5.1,8.25,76.3,Yes,1,4.2,Medium,Yes,6.3,No,14.1,C,55.5,54.12499999999999,At-Risk,"(75, 90]","(4, 6]"
S0746,Female,20,Electronics,2,76.3,4.2,6.28,59.9,Yes,1,7.0,Medium,Yes,8.2,No,11.9,C,52.2,44.88,At-Risk,"(75, 90]","(4, 6]"
S0747,Male,17,Mechanical,3,85.6,4.4,7.11,88.2,Yes,2,7.5,High,Yes,7.8,Yes,2.4,B,66.8,50.34800000000002,At-Risk,"(75, 90]","(4, 6]"
S0748,Female,19,Electronics,1,86.3,4.5,7.86,73.4,No,1,4.9,Medium,Yes,8.8,No,11.2,C,58.3,56.18900000000007,At-Risk,"(75, 90]","(4, 6]"
S0749,Female,21,Electronics,1,80.3,2.1,6.31,66.1,No,0,6.7,Medium,Yes,7.1,Yes,15.8,D,41.8,41.79100000000003,At-Risk,"(75, 90]","(2, 4]"
S0750,Female,18,Mechanical,1,64.5,3.7,6.48,64.8,Yes,0,6.4,High,No,6.7,No,20.7,F,24.4,28.595000000000038,At-Risk,"(60, 75]","(2, 4]"
S0751,Male,20,Civil,3,76.6,3.6,6.8,74.1,No,2,8.5,Low,No,5.2,Yes,1.1,C,53.6,51.24900000000002,At-Risk,"(75, 90]","(2, 4]"
S0752,Female,19,Electronics,2,80.7,4.5,8.65,69.1,Yes,0,5.4,High,Yes,6.5,No,12.5,B,60.7,55.96499999999994,At-Risk,"(75, 90]","(4, 6]"
S0753,Female,17,Electrical,2,84.8,7.0,8.3,82.3,Yes,1,7.6,Low,Yes,8.3,No,1.2,D,43.5,49.48000000000001,At-Risk,"(75, 90]","(6, 10]"
S0754,Male,19,BBA,2,77.2,3.8,8.29,62.7,Yes,1,7.9,Medium,Yes,7.9,Yes,13.3,D,36.8,41.860000000000035,At-Risk,"(75, 90]","(2, 4]"
S0755,Male,24,MBA,2,76.0,4.4,6.42,85.4,Yes,2,6.3,Medium,Yes,4.5,No,11.1,D,39.1,48.17599999999999,At-Risk,"(75, 90]","(4, 6]"
S0756,Female,22,Civil,3,86.3,5.8,8.37,78.0,No,1,6.9,Low,No,7.1,No,2.6,C,56.2,55.99099999999994,At-Risk,"(75, 90]","(4, 6]"
S0757,Female,24,Mechanical,3,76.3,2.7,6.69,58.4,Yes,0,7.8,High,Yes,8.7,No,15.5,C,45.0,43.89999999999999,At-Risk,"(75, 90]","(2, 4]"
S0758,Female,20,Civil,1,70.4,5.0,6.96,70.4,Yes,2,5.2,Low,Yes,3.6,No,1.7,D,39.5,40.652,At-Risk,"(60, 75]","(4, 6]"
S0759,Female,18,Computer Science,1,76.3,4.4,9.14,83.8,No,1,6.0,Low,No,2.8,Yes,18.5,D,41.9,51.405000000000015,At-Risk,"(75, 90]","(4, 6]"
S0760,Female,20,Computer Science,3,75.8,3.3,6.35,55.0,No,3,6.7,Medium,No,7.8,No,4.0,F,29.2,35.757999999999974,At-Risk,"(75, 90]","(2, 4]"
S0761,Male,20,Electronics,2,76.7,4.7,6.7,72.1,Yes,0,9.0,Medium,Yes,5.8,No,12.7,C,53.7,52.92499999999993,At-Risk,"(75, 90]","(4, 6]"
S0762,Male,22,Electronics,3,68.8,3.9,5.83,56.0,Yes,1,6.0,Medium,Yes,8.6,No,26.7,D,32.7,36.15799999999995,At-Risk,"(60, 75]","(2, 4]"
S0763,Male,18,Electrical,2,79.2,3.5,8.11,81.4,Yes,2,6.2,Low,Yes,5.3,No,5.2,C,56.8,50.535000000000075,At-Risk,"(75, 90]","(2, 4]"
S0764,Female,20,BBA,2,74.7,1.8,5.68,54.1,No,3,8.4,Low,No,7.2,Yes,8.0,F,23.5,29.031,At-Risk,"(60, 75]","(0, 2]"
S0765,Male,18,MBA,1,76.5,3.1,4.81,60.4,Yes,4,7.3,Low,No,7.1,Yes,7.2,D,36.6,37.103999999999964,At-Risk,"(75, 90]","(2, 4]"
S0766,Female,19,Civil,1,80.6,4.2,7.63,63.5,No,1,9.1,Low,No,5.2,Yes,2.7,C,58.5,53.577999999999996,At-Risk,"(75, 90]","(4, 6]"
S0767,Female,21,Computer Science,3,80.0,5.7,6.76,65.7,Yes,0,7.8,Medium,Yes,9.8,No,9.9,C,53.6,53.12300000000002,At-Risk,"(75, 90]","(4, 6]"
S0768,Female,20,Electronics,2,74.3,4.3,7.0,55.1,No,3,6.3,Medium,No,5.3,No,14.6,D,35.9,38.95700000000002,At-Risk,"(60, 75]","(4, 6]"
S0769,Male,19,MBA,3,76.3,6.5,7.62,76.8,Yes,1,6.2,High,Yes,5.9,No,25.9,D,42.0,47.402,At-Risk,"(75, 90]","(6, 10]"
S0770,Female,19,Civil,4,66.7,3.3,6.48,60.3,Yes,0,5.5,High,Yes,2.2,No,20.0,F,24.3,27.333000000000006,At-Risk,"(60, 75]","(2, 4]"
S0771,Male,20,Electronics,2,68.8,2.9,5.15,48.0,No,1,4.9,Low,No,2.6,Yes,8.1,D,32.0,32.788,At-Risk,"(60, 75]","(2, 4]"
S0772,Female,21,Electronics,3,77.7,4.2,6.8,71.2,Yes,0,6.9,Medium,Yes,7.8,No,13.7,C,58.6,52.91200000000003,At-Risk,"(75, 90]","(4, 6]"
S0773,Male,22,Computer Science,2,68.2,3.7,6.19,59.1,Yes,0,7.3,Low,Yes,6.5,Yes,17.1,D,41.1,38.690999999999974,At-Risk,"(60, 75]","(2, 4]"
S0774,Male,24,Computer Science,2,86.5,5.6,8.11,91.6,Yes,1,7.4,Low,Yes,6.2,No,7.8,C,57.4,57.857999999999954,At-Risk,"(75, 90]","(4, 6]"
S0775,Female,21,Electronics,3,71.5,5.1,8.86,73.0,No,3,6.4,Medium,No,4.8,No,2.2,C,49.2,49.37399999999998,At-Risk,"(60, 75]","(4, 6]"
S0776,Male,19,Mechanical,2,81.5,4.6,5.96,42.6,No,5,8.8,Low,No,8.3,No,6.8,D,31.2,38.30699999999996,At-Risk,"(75, 90]","(4, 6]"
S0777,Male,21,Electronics,3,74.4,7.0,7.18,64.2,Yes,1,4.9,Low,No,8.1,No,19.5,C,49.1,50.43200000000001,At-Risk,"(60, 75]","(6, 10]"
S0778,Female,20,MBA,1,72.6,4.9,7.14,63.7,Yes,2,4.7,High,Yes,4.8,No,10.1,C,46.2,44.55199999999994,At-Risk,"(60, 75]","(4, 6]"
S0779,Female,19,Electronics,3,90.1,6.3,8.8,78.9,No,0,5.5,Medium,No,7.8,No,13.9,B,65.4,63.56099999999995,Average,"(90, 100]","(6, 10]"
S0780,Female,22,Electrical,4,86.5,6.1,9.63,93.4,Yes,2,6.5,Medium,Yes,5.5,No,3.0,C,52.0,54.862999999999985,At-Risk,"(75, 90]","(6, 10]"
S0781,Female,17,BBA,4,78.7,6.6,7.24,72.5,Yes,2,5.2,Low,Yes,6.7,No,29.4,D,43.2,46.43899999999994,At-Risk,"(75, 90]","(6, 10]"
S0782,Female,23,Electrical,3,75.9,4.3,5.79,74.5,Yes,1,8.1,Low,Yes,4.1,No,6.2,D,35.3,38.78400000000002,At-Risk,"(75, 90]","(4, 6]"
S0783,Male,20,Electrical,3,75.1,4.4,6.03,63.0,Yes,1,5.6,High,Yes,2.9,No,11.6,C,55.8,51.401000000000074,At-Risk,"(75, 90]","(4, 6]"
S0784,Male,20,Mechanical,2,80.9,5.3,7.52,69.7,Yes,4,5.4,Low,Yes,7.3,No,1.2,C,48.8,48.39200000000003,At-Risk,"(75, 90]","(4, 6]"
S0785,Male,21,Mechanical,3,80.5,6.8,6.96,77.0,Yes,3,7.8,Medium,Yes,7.8,No,2.4,C,53.3,53.26500000000007,At-Risk,"(75, 90]","(6, 10]"
S0786,Female,22,Electronics,1,69.3,2.9,4.67,52.8,Yes,3,6.7,Low,Yes,6.5,No,16.2,F,28.3,30.227000000000025,At-Risk,"(60, 75]","(2, 4]"
S0787,Female,20,Electrical,2,69.9,2.9,8.15,74.5,Yes,0,7.4,Medium,No,4.6,Yes,29.4,F,28.2,32.05299999999996,At-Risk,"(60, 75]","(2, 4]"
S0788,Male,20,Mechanical,2,79.6,8.0,9.77,83.5,No,2,6.4,Low,No,5.0,No,4.9,C,58.4,57.089999999999975,At-Risk,"(75, 90]","(6, 10]"
S0789,Male,18,Computer Science,4,71.4,6.7,8.57,80.8,Yes,2,6.8,High,Yes,2.8,No,1.4,B,60.0,44.505999999999986,At-Risk,"(60, 75]","(6, 10]"
S0790,Female,20,Electronics,2,68.7,4.8,6.35,59.6,Yes,1,4.8,High,Yes,4.3,No,5.5,D,44.0,42.949,At-Risk,"(60, 75]","(4, 6]"
S0791,Male,18,MBA,2,79.1,4.9,6.51,67.9,No,2,6.3,Medium,No,5.8,No,1.2,C,52.9,51.428999999999995,At-Risk,"(75, 90]","(4, 6]"
S0792,Female,21,BBA,2,85.1,3.9,8.32,85.9,Yes,2,5.2,Low,Yes,5.6,Yes,3.1,C,57.4,55.919999999999945,At-Risk,"(75, 90]","(2, 4]"
S0793,Female,20,Civil,3,77.2,4.0,7.05,64.9,No,2,8.8,High,Yes,6.0,No,15.0,C,59.5,48.897,At-Risk,"(75, 90]","(2, 4]"
S0794,Female,21,Electronics,3,75.4,1.5,5.4,57.4,Yes,3,8.1,Medium,Yes,7.5,Yes,28.7,D,40.1,38.91599999999996,At-Risk,"(75, 90]","(0, 2]"
S0795,Male,17,Civil,1,70.7,5.1,6.8,75.5,Yes,4,5.7,Medium,No,5.7,No,1.9,C,46.2,45.864999999999945,At-Risk,"(60, 75]","(4, 6]"
S0796,Female,18,Electrical,2,78.1,5.4,7.67,70.2,Yes,3,6.3,Medium,Yes,5.4,No,9.2,C,49.4,49.48099999999999,At-Risk,"(75, 90]","(4, 6]"
S0797,Female,21,BBA,3,75.1,4.0,6.67,66.5,Yes,1,6.3,Low,Yes,6.0,No,3.9,C,47.6,46.05699999999998,At-Risk,"(75, 90]","(2, 4]"
S0798,Female,18,Civil,2,67.4,0.399999999999999,4.96,46.4,Yes,0,9.1,Low,Yes,10.0,Yes,2.5,F,29.4,29.198000000000032,At-Risk,"(60, 75]","(0, 2]"
S0799,Female,18,Electrical,1,69.8,5.8,7.5,48.7,No,3,7.0,Medium,No,7.0,No,3.5,D,36.4,39.73800000000005,At-Risk,"(60, 75]","(4, 6]"
S0800,Female,17,Computer Science,3,76.3,6.6,8.5,60.3,No,0,6.0,Low,Yes,7.5,No,9.6,C,51.8,51.79100000000006,At-Risk,"(75, 90]","(6, 10]"
S0801,Female,24,Civil,3,74.3,4.1,6.28,71.5,Yes,0,6.7,Medium,Yes,6.8,No,1.7,C,50.0,46.868,At-Risk,"(60, 75]","(4, 6]"
S0802,Male,21,BBA,1,68.1,3.9,5.96,59.0,Yes,2,4.7,Medium,Yes,4.6,Yes,6.7,D,42.2,39.93599999999996,At-Risk,"(60, 75]","(2, 4]"
S0803,Female,19,Electronics,3,83.9,7.2,8.53,84.6,Yes,0,6.4,High,Yes,3.0,No,2.5,C,45.4,50.863,At-Risk,"(75, 90]","(6, 10]"
S0804,Female,19,Electrical,3,72.4,3.0,6.98,78.8,Yes,2,5.2,High,Yes,4.7,No,4.2,D,30.7,34.025999999999975,At-Risk,"(60, 75]","(2, 4]"
S0805,Male,19,Electronics,2,76.3,4.9,7.46,72.0,Yes,1,4.3,High,Yes,5.9,No,3.1,C,52.0,51.37300000000001,At-Risk,"(75, 90]","(4, 6]"
S0806,Female,21,BBA,4,64.6,2.8,5.3,48.9,Yes,3,8.9,Low,Yes,6.3,Yes,22.5,D,31.4,30.808000000000042,At-Risk,"(60, 75]","(2, 4]"
S0807,Female,21,Mechanical,3,70.7,2.3,5.37,60.7,Yes,2,6.5,Low,Yes,8.1,No,13.3,C,55.5,36.45099999999999,At-Risk,"(60, 75]","(2, 4]"
S0808,Female,18,Electrical,3,90.5,4.0,9.16,90.2,Yes,5,5.6,Medium,Yes,3.7,Yes,21.3,B,61.9,55.900000000000006,At-Risk,"(90, 100]","(2, 4]"
S0809,Male,18,Civil,3,81.9,5.6,8.48,85.9,Yes,1,4.5,Low,No,4.7,Yes,5.8,D,39.0,43.273,At-Risk,"(75, 90]","(4, 6]"
S0810,Male,18,Electrical,1,75.1,5.1,7.47,66.6,No,0,6.2,Low,Yes,6.0,Yes,4.8,C,55.1,53.83600000000002,At-Risk,"(75, 90]","(4, 6]"
S0811,Other,21,Electronics,1,72.9,2.3,4.36,56.1,Yes,5,6.3,Medium,Yes,5.3,No,5.8,C,50.8,43.61900000000005,At-Risk,"(60, 75]","(2, 4]"
S0812,Female,21,Computer Science,2,79.4,3.1,5.59,66.3,Yes,0,7.4,Medium,Yes,9.1,No,1.2,D,41.6,43.22099999999998,At-Risk,"(75, 90]","(2, 4]"
S0813,Male,19,Electrical,1,66.4,1.8,4.66,55.8,Yes,2,5.4,High,Yes,6.0,No,13.9,D,30.3,29.819000000000038,At-Risk,"(60, 75]","(0, 2]"
S0814,Female,17,Civil,2,76.3,3.2,4.88,60.8,No,0,5.9,Low,No,3.1,No,5.3,F,21.5,26.793999999999997,At-Risk,"(75, 90]","(2, 4]"
S0815,Female,18,Mechanical,4,78.1,3.0,6.19,61.2,No,4,5.4,Low,Yes,5.3,No,4.8,D,31.6,33.732999999999954,At-Risk,"(75, 90]","(2, 4]"
S0816,Female,24,MBA,3,72.6,5.3,8.82,52.7,No,1,6.2,Low,No,5.7,No,10.1,B,60.9,54.33599999999999,At-Risk,"(60, 75]","(4, 6]"
S0817,Female,19,Computer Science,3,77.6,5.6,6.05,63.6,Yes,1,4.1,High,Yes,6.2,No,6.7,F,27.3,47.553999999999995,At-Risk,"(75, 90]","(4, 6]"
S0818,Male,21,Mechanical,4,71.6,3.3,5.89,58.3,No,2,5.5,Medium,No,6.0,No,29.4,D,30.3,36.34599999999999,At-Risk,"(60, 75]","(2, 4]"
S0819,Male,20,Electrical,3,81.5,4.3,6.82,75.1,Yes,0,7.3,High,Yes,6.6,No,5.4,C,47.1,46.16499999999999,At-Risk,"(75, 90]","(4, 6]"
S0820,Male,19,Electronics,2,64.8,6.7,6.96,73.2,Yes,1,5.0,High,Yes,3.1,No,10.5,C,46.8,45.52900000000003,At-Risk,"(60, 75]","(6, 10]"
S0821,Female,19,BBA,1,78.8,5.0,7.48,78.2,Yes,3,7.7,Medium,Yes,7.1,No,4.7,D,43.9,47.03000000000001,At-Risk,"(75, 90]","(4, 6]"
S0822,Male,18,Electronics,2,64.6,3.9,6.96,53.4,No,2,7.5,Medium,Yes,4.6,Yes,29.4,C,45.3,41.058000000000035,At-Risk,"(60, 75]","(2, 4]"
S0823,Male,20,Civil,3,78.7,5.4,8.36,66.4,No,2,7.6,Low,No,6.6,Yes,6.9,D,34.5,40.033,At-Risk,"(75, 90]","(4, 6]"
S0824,Male,21,Electronics,2,73.2,4.6,6.48,72.5,Yes,1,6.5,Medium,Yes,3.8,No,11.1,F,25.0,34.09299999999999,At-Risk,"(60, 75]","(4, 6]"
S0825,Female,20,Computer Science,3,85.6,6.7,9.56,67.4,No,1,6.4,Medium,Yes,6.5,No,2.4,B,62.1,60.94000000000003,Average,"(75, 90]","(6, 10]"
S0826,Female,20,Electronics,1,72.7,3.2,6.55,63.9,No,0,6.9,Medium,No,8.8,No,14.2,F,26.6,31.545999999999964,At-Risk,"(60, 75]","(2, 4]"
S0827,Male,17,Civil,3,62.0,2.5,4.7,62.2,Yes,0,8.1,High,Yes,6.0,No,4.1,D,32.9,31.69300000000005,At-Risk,"(60, 75]","(2, 4]"
S0828,Male,24,MBA,3,64.3,3.8,5.98,60.6,No,0,8.0,High,Yes,5.0,No,7.0,D,30.9,34.52000000000001,At-Risk,"(60, 75]","(2, 4]"
S0829,Female,21,Electrical,3,75.0,1.6,5.17,62.0,No,2,4.5,Medium,Yes,7.9,No,22.5,C,47.0,42.30799999999999,At-Risk,"(60, 75]","(0, 2]"
S0830,Male,19,BBA,4,71.8,0.399999999999999,5.75,69.5,Yes,0,5.5,Medium,Yes,8.2,Yes,29.4,F,26.4,27.843000000000032,At-Risk,"(60, 75]","(0, 2]"
S0831,Male,24,Electrical,3,83.2,5.9,8.51,74.0,No,5,5.2,Medium,Yes,3.6,No,6.5,B,68.4,59.31100000000001,At-Risk,"(75, 90]","(4, 6]"
S0832,Male,20,Electronics,4,87.9,4.8,6.58,70.7,Yes,1,7.4,Low,Yes,7.1,No,19.0,C,56.9,55.27699999999996,At-Risk,"(75, 90]","(4, 6]"
S0833,Male,20,Mechanical,4,70.8,2.0,4.64,59.7,Yes,3,5.7,Low,Yes,5.9,Yes,1.5,F,25.9,32.63700000000001,At-Risk,"(60, 75]","(0, 2]"
S0834,Male,21,Electrical,3,58.4,0.399999999999999,6.0,47.7,No,1,6.3,Medium,Yes,4.5,Yes,19.8,D,35.6,31.299999999999976,At-Risk,"(0, 60]","(0, 2]"
S0835,Female,22,MBA,3,71.3,4.3,6.42,74.9,Yes,1,8.5,Medium,Yes,3.3,Yes,10.9,D,38.6,39.30599999999996,At-Risk,"(60, 75]","(4, 6]"
S0836,Male,21,Electronics,1,90.9,4.9,9.09,85.3,Yes,0,7.8,Low,Yes,4.0,Yes,7.7,B,72.8,61.58299999999996,Average,"(90, 100]","(4, 6]"
S0837,Female,18,BBA,2,78.4,4.5,7.54,77.9,Yes,2,8.2,High,Yes,4.2,Yes,23.1,C,56.7,52.59699999999992,At-Risk,"(75, 90]","(4, 6]"
S0838,Male,19,Civil,2,72.2,3.6,6.59,68.1,No,1,5.6,Low,Yes,3.1,Yes,19.7,D,39.4,38.02600000000004,At-Risk,"(60, 75]","(2, 4]"
S0839,Female,23,MBA,2,77.8,5.6,7.6,72.4,Yes,3,3.3000000000000007,Low,Yes,6.0,No,4.5,C,52.5,50.867,At-Risk,"(75, 90]","(4, 6]"
S0840,Female,19,Electronics,2,74.4,8.400000000000002,5.99,59.3,Yes,2,6.0,Medium,Yes,7.8,No,16.7,B,60.1,55.45600000000004,At-Risk,"(60, 75]","(6, 10]"
S0841,Male,19,MBA,4,79.2,6.5,7.37,73.9,Yes,1,4.8,Low,Yes,3.4,No,2.0,B,62.4,56.30499999999997,At-Risk,"(75, 90]","(6, 10]"
S0842,Female,20,Electrical,4,71.1,4.7,4.68,80.8,Yes,2,4.2,Low,Yes,4.4,No,18.3,D,42.1,41.45399999999999,At-Risk,"(60, 75]","(4, 6]"
S0843,Male,20,BBA,4,71.8,4.4,6.44,80.2,Yes,1,7.9,Low,Yes,5.3,No,12.3,C,49.1,43.728,At-Risk,"(60, 75]","(4, 6]"
S0844,Other,20,Civil,2,76.5,4.1,6.37,64.2,Yes,4,5.4,Medium,Yes,6.3,No,1.9,C,50.3,47.30000000000005,At-Risk,"(75, 90]","(4, 6]"
S0845,Male,23,Electronics,1,71.5,4.3,6.83,60.3,No,2,5.5,Medium,No,4.3,No,12.5,C,52.7,48.12399999999995,At-Risk,"(60, 75]","(4, 6]"
S0846,Male,19,Computer Science,1,79.3,4.8,6.23,63.1,No,1,6.1,Medium,Yes,4.0,No,9.7,C,57.0,52.43800000000001,At-Risk,"(75, 90]","(4, 6]"
S0847,Male,18,Civil,2,63.4,1.5,6.03,63.9,Yes,0,8.5,Medium,Yes,3.6,Yes,10.0,D,36.8,34.02800000000004,At-Risk,"(60, 75]","(0, 2]"
S0848,Other,18,Computer Science,1,71.6,3.0,5.86,56.7,No,2,6.3,Low,Yes,8.2,No,4.4,D,38.5,37.742,At-Risk,"(60, 75]","(2, 4]"
S0849,Female,22,MBA,1,81.2,7.6,6.38,72.4,Yes,0,7.6,High,Yes,10.0,No,4.1,C,45.7,48.86699999999994,At-Risk,"(75, 90]","(6, 10]"
S0850,Female,20,Mechanical,4,70.9,6.6,6.5,57.2,No,2,6.1,Low,Yes,6.0,No,15.4,C,49.5,46.61199999999999,At-Risk,"(60, 75]","(6, 10]"
S0851,Male,19,Civil,3,76.3,5.9,7.0,69.9,Yes,1,4.6,High,Yes,8.5,No,4.0,C,50.1,49.439000000000014,At-Risk,"(75, 90]","(4, 6]"
S0852,Female,22,MBA,2,76.6,7.4,9.47,88.5,Yes,0,5.1,Medium,Yes,4.8,No,6.9,C,48.7,51.10599999999994,At-Risk,"(75, 90]","(6, 10]"
S0853,Male,22,Computer Science,1,86.3,6.7,8.37,56.0,Yes,2,6.5,High,Yes,5.8,No,12.9,D,40.9,47.56500000000001,At-Risk,"(75, 90]","(6, 10]"
S0854,Female,22,Electrical,2,76.3,5.2,6.72,44.5,No,2,6.6,Low,No,7.0,No,1.8,C,58.4,53.59299999999998,At-Risk,"(75, 90]","(4, 6]"
S0855,Male,23,Electrical,1,75.7,6.7,7.78,64.9,Yes,0,7.2,Medium,Yes,5.9,No,10.0,C,51.5,52.25200000000002,At-Risk,"(75, 90]","(6, 10]"
S0856,Male,19,Mechanical,4,78.4,4.4,7.05,64.2,No,0,7.2,Low,No,7.0,No,9.9,D,37.6,50.12600000000002,At-Risk,"(75, 90]","(4, 6]"
S0857,Male,21,Civil,2,84.5,2.6,7.27,65.2,Yes,1,7.6,Low,Yes,6.0,Yes,12.5,C,49.8,48.96900000000008,At-Risk,"(75, 90]","(2, 4]"
S0858,Male,20,Civil,2,77.3,3.3,7.15,86.0,Yes,1,5.6,Medium,Yes,5.8,Yes,5.6,D,37.3,44.642999999999994,At-Risk,"(75, 90]","(2, 4]"
S0859,Female,22,Civil,2,76.3,4.0,7.18,66.8,No,3,8.7,Low,No,6.6,Yes,7.0,C,51.3,50.54600000000007,At-Risk,"(75, 90]","(2, 4]"
S0860,Male,21,MBA,1,76.3,4.4,6.71,81.7,Yes,2,8.8,Medium,Yes,6.0,No,5.0,B,61.5,56.408999999999985,At-Risk,"(75, 90]","(4, 6]"
S0861,Female,21,BBA,3,73.0,2.1,6.31,63.4,No,2,5.9,Low,Yes,4.5,Yes,17.5,D,37.4,36.15200000000006,At-Risk,"(60, 75]","(2, 4]"
S0862,Male,21,BBA,3,76.9,4.3,7.32,55.8,Yes,1,5.5,Low,Yes,7.0,Yes,2.4,C,45.7,45.26199999999997,At-Risk,"(75, 90]","(4, 6]"
S0863,Female,18,Mechanical,3,73.7,2.3,5.63,48.0,Yes,2,4.4,Medium,Yes,6.8,No,29.4,D,34.9,34.86400000000003,At-Risk,"(60, 75]","(2, 4]"
S0864,Male,20,Civil,1,79.9,7.1,6.98,72.0,Yes,0,6.7,Medium,Yes,6.6,No,11.1,C,49.7,50.64599999999994,At-Risk,"(75, 90]","(6, 10]"
S0865,Male,25,MBA,2,88.0,4.4,7.69,57.5,No,1,7.0,Medium,Yes,10.0,No,22.8,C,46.3,50.612000000000045,At-Risk,"(75, 90]","(4, 6]"
S0866,Female,23,Electrical,2,80.2,8.400000000000002,9.42,93.7,Yes,0,5.8,Medium,Yes,3.8,No,6.6,B,71.0,63.514,Average,"(75, 90]","(6, 10]"
S0867,Male,17,Computer Science,4,69.3,5.9,6.2,59.3,Yes,4,6.8,High,Yes,7.1,No,5.0,D,44.1,43.66499999999999,At-Risk,"(60, 75]","(4, 6]"
S0868,Male,18,MBA,2,63.1,4.9,6.5,68.2,Yes,1,4.8,Low,Yes,5.9,No,24.1,D,37.8,36.50400000000005,At-Risk,"(60, 75]","(4, 6]"
S0869,Female,18,BBA,2,90.4,8.1,8.53,89.0,Yes,2,7.7,Medium,Yes,7.9,No,2.0,B,67.1,65.00600000000003,Average,"(90, 100]","(6, 10]"
S0870,Female,21,BBA,3,79.4,4.4,7.11,86.4,Yes,2,5.9,High,Yes,6.1,No,2.2,D,33.7,38.89299999999995,At-Risk,"(75, 90]","(4, 6]"
S0871,Male,22,Electrical,3,86.4,6.9,9.36,81.2,Yes,2,6.8,Medium,Yes,4.5,No,4.6,B,66.7,64.10499999999993,Average,"(75, 90]","(6, 10]"
S0872,Male,19,Electrical,2,84.5,5.0,8.15,72.3,Yes,1,6.8,Medium,Yes,3.1,Yes,29.4,B,64.2,61.03599999999995,Average,"(75, 90]","(4, 6]"
S0873,Female,20,Computer Science,2,59.7,2.0,4.0,42.2,Yes,0,4.1,Medium,Yes,5.8,No,11.0,F,12.1,17.046999999999976,At-Risk,"(0, 60]","(0, 2]"
S0874,Male,22,Electrical,2,71.6,4.3,6.78,72.1,No,1,7.5,Medium,Yes,5.1,Yes,9.1,D,44.7,43.75899999999999,At-Risk,"(60, 75]","(4, 6]"
S0875,Male,21,Mechanical,4,72.0,6.3,7.16,66.0,No,1,5.6,Medium,No,5.1,No,13.2,C,57.1,52.85800000000001,At-Risk,"(60, 75]","(6, 10]"
S0876,Male,20,Computer Science,2,68.2,3.5,6.7,55.6,No,1,6.7,Low,No,7.2,No,6.4,D,43.2,41.016999999999946,At-Risk,"(60, 75]","(2, 4]"
